viewer_id,movie_id,watch_date,minutes_watched,completed,device
V001510,M0006,2025-10-23,59,False,Mobile
V004652,M0016,2025-01-22,84,True,Mobile
V000267,M0046,2024-07-22,99,False,Web
V004124,M0005,2025-06-30,93,True,Web
V003502,M0019,2025-08-09,78,False,Web
V004927,M0018,2025-11-24,40,False,TV
V000333,M0042,2024-12-17,92,False,Tablet
V000338,M0055,2025-06-30,62,False,Tablet
V001772,M0053,2024-10-25,101,False,Tablet
V002514,M0031,2025-04-30,128,False,Tablet
V000906,M0033,2025-08-05,94,True,Web
V004575,M0005,2025-01-09,84,False,Web
V002896,M0055,2025-11-25,81,True,TV
V004315,M0012,2024-11-23,66,False,Web
V004947,M0004,2024-09-02,52,False,Tablet
V001023,M0018,2025-11-20,22,False,Mobile
V001283,M0014,2024-12-08,152,True,Web
V002523,M0028,2024-10-27,94,False,TV
V001407,M0007,2025-08-28,46,False,TV
V004298,M0030,2024-07-29,64,False,Tablet
V000666,M0017,2024-07-31,134,False,Mobile
V002617,M0057,2025-08-16,63,False,TV
V002823,M0030,2024-08-27,65,False,Web
V000422,M0049,2024-08-06,58,False,Tablet
V004055,M0020,2024-09-18,58,False,Web
V004542,M0004,2024-07-15,74,False,Web
V000149,M0010,2024-11-07,44,False,Mobile
V002494,M0030,2025-04-12,70,False,Tablet
V000883,M0035,2025-11-16,125,True,Web
V004186,M0024,2025-10-18,79,False,Tablet
V002505,M0059,2024-12-11,92,False,Mobile
V004776,M0050,2025-10-30,95,False,Web
V003716,M0053,2025-02-27,58,False,TV
V004829,M0051,2024-09-09,72,False,Tablet
V000673,M0009,2025-07-06,77,False,Mobile
V004878,M0023,2025-09-12,84,False,Tablet
V004367,M0022,2025-03-05,100,False,Web
V001549,M0054,2025-08-16,29,False,Mobile
V004793,M0035,2025-09-24,77,False,TV
V004311,M0060,2024-10-18,111,False,TV
V002031,M0010,2025-04-16,68,False,Web
V000117,M0010,2024-08-09,46,False,Mobile
V002042,M0052,2025-11-27,77,False,Mobile
V001848,M0006,2025-06-02,69,False,TV
V000853,M0035,2025-01-21,117,False,Web
V003366,M0018,2025-04-12,36,False,Mobile
V003038,M0012,2025-04-04,114,True,Mobile
V003478,M0043,2024-08-03,46,False,Tablet
V002048,M0025,2025-06-26,118,False,TV
V002122,M0044,2024-10-04,72,False,Tablet
V000821,M0034,2025-05-05,38,False,Web
V000107,M0030,2025-01-30,70,False,Mobile
V001276,M0050,2024-11-18,84,False,Mobile
V004679,M0056,2025-01-21,117,False,Mobile
V002782,M0044,2025-07-30,98,False,Tablet
V001129,M0035,2025-09-22,108,False,Web
V003693,M0028,2025-10-07,33,False,Web
V002999,M0032,2025-05-01,108,False,Web
V000222,M0047,2024-11-10,142,True,TV
V001963,M0025,2024-08-25,137,False,Mobile
V000306,M0048,2024-08-22,39,False,Mobile
V003548,M0041,2024-08-10,94,False,Tablet
V000710,M0004,2025-02-06,31,False,Mobile
V004922,M0015,2024-07-14,59,False,Tablet
V001979,M0040,2025-11-09,133,True,TV
V000889,M0052,2025-04-02,70,False,Mobile
V004054,M0051,2024-06-15,96,True,Tablet
V004762,M0040,2025-08-04,115,False,Web
V001754,M0043,2025-03-04,64,False,Web
V000476,M0015,2024-10-14,132,True,Mobile
V004220,M0016,2025-03-25,48,False,TV
V003917,M0011,2025-10-03,93,False,Mobile
V004080,M0048,2024-08-03,76,False,TV
V000691,M0018,2025-07-15,25,False,Mobile
V000980,M0033,2024-11-23,46,False,Web
V004043,M0035,2024-10-04,97,False,Mobile
V000731,M0017,2025-11-23,71,False,Mobile
V001719,M0026,2025-08-16,67,False,TV
V003133,M0011,2024-11-07,108,False,TV
V003778,M0023,2024-06-21,123,False,Tablet
V002131,M0058,2025-01-17,38,False,TV
V000700,M0002,2024-08-18,133,True,Tablet
V002940,M0012,2024-08-03,59,False,Tablet
V002500,M0060,2024-08-18,108,False,TV
V003793,M0022,2025-09-10,106,False,Tablet
V001955,M0001,2025-06-14,115,True,Tablet
V002870,M0026,2024-10-06,49,False,Web
V004984,M0051,2024-06-13,74,False,Tablet
V002144,M0018,2024-06-23,54,False,Web
V002064,M0056,2024-11-10,73,False,Tablet
V004533,M0058,2025-02-13,22,False,Mobile
V001752,M0040,2025-06-08,94,False,Tablet
V003809,M0060,2025-09-30,122,False,Web
V002810,M0046,2025-01-25,101,False,TV
V002507,M0036,2025-05-13,116,True,TV
V001213,M0013,2024-11-24,77,False,Mobile
V001908,M0016,2024-11-16,86,True,Tablet
V000675,M0004,2025-02-05,35,False,Tablet
V003809,M0016,2025-01-14,75,False,Mobile
V003953,M0036,2025-09-12,91,False,Mobile
V003195,M0015,2025-02-28,110,False,Mobile
V002232,M0038,2025-07-06,72,False,Mobile
V004978,M0037,2024-06-09,68,False,TV
V004024,M0009,2025-09-30,68,False,Web
V003632,M0019,2025-01-24,81,True,Web
V000645,M0029,2024-10-13,64,False,Web
V002133,M0019,2025-06-09,76,False,Mobile
V000643,M0040,2025-10-13,58,False,TV
V004814,M0059,2024-10-29,80,False,Web
V000979,M0006,2025-05-20,53,False,TV
V004911,M0049,2024-11-16,87,True,Web
V003177,M0026,2025-10-13,38,False,Mobile
V004219,M0017,2025-05-30,129,False,Tablet
V002633,M0018,2025-01-25,18,False,Mobile
V001593,M0030,2024-10-04,41,False,TV
V003707,M0026,2024-06-24,41,False,Tablet
V001633,M0040,2025-08-07,121,False,Tablet
V004702,M0035,2025-04-05,120,True,Mobile
V000805,M0055,2025-01-13,52,False,TV
V001095,M0017,2025-06-28,109,False,Mobile
V004827,M0037,2025-08-29,107,False,TV
V000574,M0037,2024-12-22,80,False,Mobile
V000099,M0036,2025-06-17,115,True,Mobile
V003535,M0043,2025-07-12,48,False,Mobile
V001912,M0034,2025-08-20,23,False,Mobile
V001688,M0001,2025-11-30,64,False,Tablet
V001566,M0021,2025-06-14,83,False,Tablet
V001859,M0021,2025-05-19,86,False,Web
V000721,M0020,2025-08-25,55,False,TV
V004104,M0036,2024-06-08,94,False,Web
V002027,M0059,2025-08-07,64,False,Tablet
V001713,M0019,2025-03-10,70,False,Mobile
V001893,M0034,2025-04-27,49,False,TV
V004323,M0039,2024-12-04,57,False,Mobile
V000709,M0021,2024-09-04,48,False,Tablet
V004565,M0003,2024-06-17,64,False,Tablet
V004961,M0057,2025-06-09,35,False,Tablet
V000078,M0023,2025-01-03,44,False,Tablet
V003607,M0004,2025-04-29,21,False,Tablet
V001137,M0053,2024-09-18,119,True,Tablet
V004962,M0057,2024-09-27,96,False,Mobile
V004439,M0045,2025-01-08,79,False,Tablet
V003520,M0009,2024-09-13,103,True,TV
V002871,M0052,2024-10-18,81,False,Mobile
V001506,M0010,2025-09-12,38,False,Mobile
V003358,M0025,2025-02-24,74,False,Tablet
V002682,M0044,2024-06-15,146,True,TV
V001723,M0057,2025-04-25,80,False,Tablet
V004470,M0016,2025-04-01,47,False,Web
V000277,M0049,2025-07-12,91,True,Mobile
V003691,M0016,2024-06-28,78,False,TV
V001006,M0042,2025-05-15,63,False,TV
V001394,M0035,2024-07-06,59,False,Tablet
V002036,M0056,2024-09-26,86,False,TV
V000948,M0006,2025-02-06,43,False,Tablet
V003520,M0029,2024-11-09,101,True,TV
V004516,M0007,2025-03-14,51,False,TV
V002922,M0053,2025-07-16,67,False,Tablet
V000207,M0010,2025-02-04,68,False,Tablet
V001137,M0045,2024-11-10,93,False,Tablet
V003403,M0034,2025-02-10,18,False,TV
V000054,M0035,2024-12-09,89,False,Mobile
V003934,M0023,2025-01-09,73,False,Tablet
V004646,M0036,2024-11-20,72,False,Mobile
V004461,M0041,2024-08-16,129,True,TV
V000435,M0053,2024-10-17,57,False,Web
V001873,M0027,2024-12-27,105,False,Web
V002005,M0057,2024-11-12,145,True,TV
V002674,M0049,2025-08-26,86,True,Tablet
V003410,M0009,2024-10-18,69,False,TV
V002026,M0031,2024-12-29,108,False,TV
V003001,M0049,2025-04-02,84,False,Mobile
V000731,M0049,2025-09-18,52,False,Web
V000794,M0015,2024-10-07,93,False,TV
V003783,M0056,2024-07-11,119,False,Mobile
V003261,M0029,2025-05-13,68,False,Tablet
V004241,M0026,2025-02-15,57,False,Mobile
V004856,M0059,2025-06-15,101,False,Web
V002974,M0005,2024-08-11,58,False,Web
V003139,M0036,2025-07-07,91,False,Web
V004458,M0023,2025-07-19,64,False,Mobile
V004199,M0008,2024-08-19,74,False,Web
V002303,M0013,2024-12-21,43,False,Tablet
V000715,M0005,2024-06-30,66,False,TV
V003332,M0016,2025-03-19,78,False,Web
V004516,M0004,2024-10-11,69,False,TV
V000737,M0053,2024-10-12,91,False,TV
V003681,M0055,2025-11-01,80,True,Mobile
V000650,M0059,2025-10-25,68,False,Tablet
V003032,M0011,2025-10-25,54,False,Tablet
V002401,M0041,2024-09-06,68,False,TV
V002864,M0001,2025-01-20,70,False,Mobile
V003631,M0060,2025-10-27,79,False,TV
V001487,M0043,2025-09-12,68,False,Mobile
V003117,M0050,2024-12-09,110,True,TV
V003739,M0036,2024-10-28,53,False,Tablet
V003177,M0010,2025-01-25,42,False,Mobile
V002433,M0007,2025-07-09,46,False,TV
V001282,M0005,2025-05-01,41,False,Tablet
V002054,M0016,2024-10-27,38,False,Tablet
V003394,M0029,2025-01-04,97,True,TV
V002880,M0042,2025-03-20,50,False,Web
V004136,M0060,2025-11-01,134,True,Mobile
V001466,M0055,2024-08-16,40,False,Tablet
V002772,M0028,2024-07-23,104,True,Mobile
V000997,M0047,2025-11-02,155,True,Tablet
V004700,M0005,2025-06-22,86,False,TV
V001454,M0018,2024-10-11,75,False,Mobile
V003725,M0006,2025-10-04,54,False,TV
V003533,M0056,2024-08-21,72,False,Mobile
V004314,M0025,2024-08-03,141,True,Web
V003110,M0059,2025-11-29,76,False,Mobile
V000781,M0040,2024-07-14,87,False,Tablet
V000396,M0033,2025-11-12,74,False,Web
V001024,M0043,2025-05-21,57,False,TV
V000991,M0018,2024-10-24,70,False,Web
V004585,M0011,2025-08-29,80,False,Tablet
V002777,M0004,2025-01-31,45,False,Web
V003942,M0045,2024-07-19,63,False,TV
V002898,M0022,2025-11-28,123,False,TV
V001121,M0059,2025-05-10,104,True,Tablet
V002643,M0036,2025-03-23,75,False,Tablet
V003064,M0057,2024-06-12,98,False,Web
V000656,M0017,2024-11-16,78,False,Mobile
V000398,M0028,2025-01-30,27,False,TV
V001953,M0035,2024-07-05,118,False,Mobile
V003305,M0048,2025-08-19,60,False,Tablet
V002617,M0003,2025-05-15,77,False,Web
V000067,M0024,2024-06-21,79,False,Web
V000879,M0012,2025-07-12,71,False,Web
V003251,M0040,2024-12-24,78,False,TV
V001209,M0052,2025-11-14,112,True,TV
V004093,M0026,2025-10-22,85,True,Tablet
V001256,M0045,2025-01-17,114,False,TV
V002225,M0007,2024-09-22,64,False,Web
V004529,M0057,2024-12-18,129,False,Tablet
V003246,M0035,2024-09-07,130,True,Mobile
V004544,M0017,2024-10-31,82,False,TV
V001388,M0027,2025-04-11,112,True,Mobile
V000062,M0051,2025-03-08,97,True,Web
V000932,M0022,2025-06-24,140,False,Tablet
V001432,M0042,2024-08-21,93,False,TV
V004323,M0029,2025-06-17,45,False,Tablet
V000762,M0050,2025-08-30,63,False,Web
V001862,M0028,2025-09-14,57,False,Tablet
V000488,M0010,2024-07-05,41,False,Tablet
V003813,M0038,2025-07-23,39,False,Tablet
V003794,M0056,2024-07-07,77,False,Tablet
V002370,M0014,2025-06-02,135,False,Tablet
V003088,M0032,2025-01-20,127,False,Mobile
V003522,M0018,2024-11-18,70,False,TV
V000840,M0030,2025-02-06,63,False,Web
V002170,M0033,2025-04-21,88,True,Mobile
V003681,M0040,2024-12-04,130,True,Mobile
V001680,M0027,2025-09-10,82,False,Tablet
V001803,M0034,2024-12-26,57,False,Web
V001143,M0019,2025-09-25,75,False,Tablet
V002437,M0043,2025-08-25,47,False,Tablet
V003220,M0024,2025-11-07,71,False,Mobile
V002803,M0051,2025-07-29,45,False,Mobile
V001802,M0055,2025-08-01,80,True,Tablet
V003548,M0030,2025-09-18,83,False,Web
V004083,M0038,2024-12-06,120,False,Web
V001084,M0027,2025-11-23,65,False,Tablet
V001706,M0046,2024-11-30,103,False,TV
V002165,M0049,2025-07-02,47,False,TV
V000257,M0037,2025-01-07,63,False,Tablet
V000500,M0043,2025-10-12,90,True,Tablet
V002934,M0041,2025-08-20,71,False,Web
V001705,M0051,2025-10-21,78,False,Mobile
V000745,M0047,2024-09-30,111,False,Mobile
V003525,M0013,2024-11-05,87,True,Web
V001254,M0049,2025-04-09,82,False,Tablet
V004683,M0050,2024-10-13,83,False,Web
V003956,M0043,2025-11-04,49,False,Tablet
V000659,M0007,2024-09-25,84,True,Tablet
V004957,M0009,2024-10-11,95,False,Web
V001849,M0056,2025-07-04,112,False,Tablet
V003329,M0019,2025-07-11,82,True,Tablet
V001364,M0044,2024-09-02,131,True,TV
V001632,M0007,2025-11-14,81,False,Tablet
V003941,M0026,2025-10-20,42,False,Tablet
V000213,M0008,2025-10-12,125,False,Tablet
V004874,M0004,2024-11-20,50,False,Web
V002961,M0035,2025-02-06,120,True,Mobile
V001519,M0057,2025-05-31,75,False,Mobile
V004698,M0060,2024-12-07,139,True,Tablet
V004408,M0053,2024-09-08,119,False,Web
V003202,M0017,2024-11-23,93,False,TV
V001814,M0050,2025-02-17,100,False,TV
V002993,M0008,2024-07-09,135,True,TV
V004135,M0013,2025-03-30,67,False,Tablet
V003200,M0019,2025-01-05,77,False,TV
V003713,M0035,2025-10-06,70,False,TV
V002173,M0050,2025-05-24,100,True,Web
V001235,M0036,2025-06-09,59,False,Web
V004363,M0005,2025-05-08,93,True,Tablet
V000086,M0046,2024-08-08,98,False,Web
V004521,M0026,2025-05-12,47,False,TV
V000485,M0003,2025-10-09,51,False,Web
V002801,M0041,2025-11-06,86,False,Web
V002145,M0027,2025-01-02,81,False,Mobile
V001013,M0009,2025-10-12,80,False,Web
V002004,M0003,2025-10-18,58,False,Web
V000122,M0046,2025-10-18,93,False,TV
V003903,M0049,2025-04-13,49,False,Mobile
V002631,M0011,2024-09-18,61,False,Tablet
V002565,M0003,2024-06-16,58,False,Web
V004512,M0011,2025-09-20,82,False,TV
V004646,M0010,2025-08-16,52,False,TV
V002229,M0057,2024-12-04,74,False,TV
V004838,M0038,2025-10-28,76,False,TV
V001491,M0031,2025-02-23,88,False,Tablet
V000618,M0056,2025-09-23,103,False,Web
V004067,M0058,2025-02-17,36,False,Tablet
V002896,M0043,2024-12-26,91,True,Tablet
V003114,M0018,2025-03-13,45,False,Tablet
V002728,M0051,2024-08-03,77,False,TV
V002861,M0026,2025-01-12,43,False,Tablet
V000510,M0006,2025-02-10,43,False,TV
V000395,M0048,2025-11-08,45,False,TV
V004904,M0021,2024-11-10,48,False,Mobile
V003819,M0055,2024-09-19,36,False,Tablet
V002271,M0010,2025-04-18,49,False,Tablet
V002365,M0010,2024-09-09,54,False,Web
V000590,M0055,2024-11-16,77,True,Tablet
V000460,M0058,2024-10-09,81,True,TV
V002570,M0057,2024-12-19,144,True,TV
V004908,M0013,2025-10-29,87,True,TV
V000641,M0033,2024-12-06,72,False,Tablet
V002639,M0028,2025-02-22,38,False,Tablet
V004176,M0029,2025-04-06,55,False,Web
V002070,M0034,2025-10-28,45,False,Web
V002661,M0060,2025-05-19,138,True,Web
V001037,M0021,2024-10-04,67,False,Tablet
V003190,M0038,2024-12-31,125,False,TV
V003506,M0020,2024-12-26,93,False,Web
V000368,M0053,2024-06-09,110,False,TV
V001874,M0007,2024-07-22,87,True,Web
V002116,M0029,2024-06-26,100,True,Tablet
V001013,M0042,2024-12-17,103,False,Web
V001773,M0059,2025-02-19,78,False,Mobile
V003075,M0039,2025-09-11,85,True,Mobile
V002183,M0012,2024-11-11,77,False,Web
V003442,M0046,2024-08-22,54,False,Mobile
V000680,M0026,2024-12-04,50,False,Mobile
V002776,M0048,2024-08-14,77,False,Web
V001751,M0033,2025-09-05,81,False,Tablet
V002292,M0034,2025-04-06,36,False,Web
V001703,M0014,2025-11-23,139,True,Web
V002704,M0052,2024-08-20,106,True,TV
V002040,M0038,2024-07-23,130,True,Web
V000529,M0043,2024-08-25,93,True,Tablet
V001291,M0048,2024-07-20,40,False,TV
V001276,M0023,2025-04-29,37,False,Web
V003422,M0014,2024-08-14,112,False,Mobile
V001721,M0040,2024-08-18,65,False,Mobile
V002465,M0040,2025-10-15,83,False,Tablet
V000779,M0010,2025-06-05,54,False,Web
V003990,M0010,2025-07-12,80,True,TV
V003615,M0035,2024-12-19,79,False,TV
V002773,M0038,2025-08-24,43,False,Tablet
V004949,M0050,2025-01-07,61,False,Mobile
V000290,M0044,2025-01-04,97,False,Tablet
V001380,M0034,2024-09-08,46,False,Mobile
V001114,M0052,2025-11-15,56,False,Mobile
V002038,M0021,2024-09-27,69,False,TV
V003536,M0041,2025-10-30,121,False,Mobile
V004107,M0007,2025-10-17,74,False,Mobile
V002609,M0027,2025-11-29,81,False,TV
V003252,M0057,2024-07-03,150,True,Mobile
V003901,M0045,2025-03-11,116,False,Web
V003356,M0039,2024-08-18,91,True,Web
V000395,M0060,2025-11-22,117,False,Web
V001305,M0034,2025-01-05,31,False,Tablet
V004944,M0025,2024-11-12,127,False,Mobile
V003000,M0048,2024-06-26,74,False,TV
V003468,M0058,2024-11-24,56,False,Web
V000157,M0038,2025-02-22,78,False,Tablet
V001928,M0021,2025-06-13,57,False,Web
V003836,M0031,2024-07-16,140,True,TV
V002808,M0048,2025-03-09,75,False,TV
V004994,M0041,2024-08-20,93,False,Web
V004554,M0038,2024-09-10,84,False,TV
V000759,M0009,2024-06-22,78,False,Mobile
V002423,M0012,2025-07-11,98,False,Web
V000782,M0028,2025-05-13,22,False,TV
V000435,M0017,2025-01-27,101,False,Tablet
V003153,M0014,2025-05-22,107,False,Web
V004957,M0041,2024-09-02,86,False,Mobile
V000146,M0019,2025-05-05,38,False,Mobile
V003545,M0051,2025-06-20,74,False,Tablet
V003105,M0049,2025-10-01,95,True,Mobile
V000559,M0060,2024-09-03,127,False,Tablet
V003124,M0054,2024-10-27,69,False,Web
V000134,M0018,2025-05-21,42,False,Web
V000554,M0009,2025-03-23,74,False,TV
V002581,M0033,2025-07-02,69,False,Mobile
V001119,M0029,2025-09-21,55,False,TV
V000244,M0053,2025-04-13,75,False,Web
V002069,M0021,2024-09-10,53,False,TV
V003799,M0022,2025-04-26,154,True,Mobile
V002473,M0029,2025-03-08,101,True,Mobile
V003192,M0028,2025-03-06,48,False,Mobile
V004288,M0020,2024-08-30,78,False,Mobile
V000002,M0005,2024-09-19,81,False,Web
V001778,M0032,2025-04-28,132,False,Web
V003683,M0017,2025-04-13,103,False,Mobile
V002625,M0019,2025-09-05,72,False,Web
V002055,M0040,2024-10-12,70,False,Web
V004333,M0031,2025-04-24,95,False,Mobile
V002184,M0029,2025-01-13,88,False,Mobile
V001144,M0038,2024-11-05,93,False,Mobile
V001548,M0027,2025-06-23,97,False,Tablet
V002163,M0015,2025-08-13,110,False,Tablet
V002995,M0045,2025-08-15,97,False,Tablet
V004687,M0028,2025-07-02,47,False,Web
V003466,M0004,2024-07-18,41,False,Mobile
V002169,M0060,2025-11-23,145,True,Tablet
V002507,M0010,2024-09-19,69,False,TV
V002794,M0058,2024-11-14,39,False,Tablet
V001768,M0022,2025-11-27,157,True,TV
V001958,M0020,2025-07-15,52,False,TV
V001414,M0019,2024-06-23,81,True,Tablet
V001951,M0023,2025-04-23,78,False,Mobile
V004534,M0047,2025-06-22,103,False,TV
V003782,M0017,2024-12-27,97,False,Tablet
V004847,M0025,2025-05-17,122,False,Mobile
V002744,M0044,2024-06-30,138,True,Mobile
V001670,M0004,2025-08-19,34,False,Web
V001629,M0027,2024-09-21,91,False,Web
V004160,M0042,2025-10-19,49,False,TV
V004375,M0023,2025-04-09,44,False,TV
V003318,M0032,2025-04-28,103,False,TV
V003328,M0039,2025-09-29,73,False,Tablet
V003855,M0018,2024-10-08,64,False,Web
V000351,M0045,2024-10-15,76,False,TV
V002087,M0029,2025-06-09,84,False,Tablet
V001259,M0054,2025-10-24,56,False,Mobile
V001812,M0023,2024-10-18,72,False,Mobile
V000238,M0005,2025-05-04,73,False,Tablet
V001285,M0050,2024-06-08,73,False,Tablet
V000768,M0029,2024-12-13,96,True,Mobile
V004133,M0010,2024-10-12,48,False,Tablet
V004303,M0014,2024-11-22,81,False,Mobile
V003641,M0015,2024-07-22,70,False,Tablet
V000044,M0015,2025-05-15,104,False,Web
V000086,M0017,2024-08-09,81,False,Web
V002803,M0044,2024-06-28,140,True,Web
V003052,M0036,2025-05-29,105,False,TV
V000915,M0059,2025-01-16,84,False,Mobile
V004477,M0028,2025-07-02,60,False,TV
V003058,M0058,2025-07-10,26,False,Tablet
V001984,M0009,2024-11-13,83,False,Mobile
V002888,M0034,2025-05-12,49,False,Tablet
V002419,M0007,2025-11-08,40,False,Tablet
V003893,M0019,2025-02-04,50,False,TV
V003680,M0007,2025-08-07,49,False,Tablet
V001655,M0056,2025-07-25,130,False,Mobile
V001820,M0056,2025-01-13,93,False,Tablet
V002077,M0052,2024-10-12,98,False,Tablet
V003891,M0059,2024-07-11,85,False,Tablet
V001453,M0025,2025-01-01,155,True,Mobile
V000295,M0031,2024-09-10,68,False,Web
V003695,M0054,2025-01-18,57,False,Web
V003314,M0030,2025-05-25,75,False,Web
V003796,M0014,2025-06-26,85,False,Tablet
V003596,M0051,2024-08-21,66,False,TV
V003304,M0014,2025-05-21,115,False,Web
V000930,M0037,2025-10-27,94,False,Tablet
V004764,M0059,2025-11-26,91,False,Web
V000014,M0026,2025-10-18,78,False,TV
V001914,M0050,2025-01-19,109,True,Mobile
V000383,M0027,2025-07-23,98,False,TV
V003614,M0052,2025-06-03,113,True,Mobile
V000522,M0052,2024-10-15,93,False,Web
V000876,M0032,2024-09-29,65,False,Mobile
V001163,M0033,2025-07-30,93,True,TV
V003363,M0053,2025-08-18,109,False,Tablet
V001250,M0015,2025-08-02,93,False,TV
V002749,M0004,2025-10-15,28,False,Web
V002590,M0034,2024-08-16,81,True,Tablet
V004271,M0017,2025-02-23,97,False,TV
V004637,M0058,2024-07-15,45,False,TV
V001395,M0002,2025-06-28,136,True,Mobile
V001883,M0052,2024-06-20,90,False,Web
V004047,M0046,2025-05-08,116,True,Web
V001602,M0006,2024-06-19,104,False,Web
V003158,M0002,2025-01-04,130,True,Web
V000858,M0055,2025-06-26,71,False,Mobile
V003444,M0009,2024-08-02,96,True,TV
V001522,M0034,2025-08-31,41,False,Tablet
V004104,M0057,2025-03-05,45,False,Web
V000713,M0032,2024-08-14,99,False,Tablet
V002279,M0006,2025-10-19,50,False,Tablet
V004939,M0007,2024-08-25,85,True,TV
V000654,M0017,2025-09-02,67,False,TV
V002250,M0009,2025-05-06,103,True,Tablet
V002890,M0030,2025-03-09,67,False,TV
V000890,M0049,2024-10-11,47,False,TV
V001836,M0035,2025-09-16,61,False,Tablet
V002535,M0047,2024-07-16,119,False,Mobile
V003570,M0012,2024-11-15,106,False,TV
V001722,M0010,2025-10-18,76,True,Mobile
V002097,M0008,2024-08-28,101,False,Tablet
V004631,M0030,2024-06-09,71,False,Mobile
V002905,M0021,2024-07-26,85,False,Tablet
V000072,M0059,2025-10-05,103,True,Mobile
V003777,M0018,2024-12-26,55,False,Tablet
V003675,M0003,2025-09-18,42,False,Tablet
V000125,M0059,2024-11-14,112,True,TV
V004874,M0039,2025-09-06,68,False,Mobile
V003492,M0045,2024-10-20,126,True,Web
V004627,M0033,2025-10-07,50,False,Mobile
V003503,M0039,2025-05-21,71,False,Tablet
V002991,M0056,2025-01-08,94,False,Web
V001513,M0034,2024-07-12,83,True,TV
V003540,M0025,2025-05-24,86,False,Mobile
V002615,M0056,2025-07-09,83,False,Web
V003358,M0035,2025-04-12,128,True,Mobile
V003903,M0010,2024-10-08,39,False,TV
V000549,M0008,2024-12-18,75,False,Mobile
V002969,M0031,2025-11-22,132,False,Tablet
V003335,M0058,2024-11-12,49,False,TV
V000799,M0015,2025-05-01,60,False,TV
V002225,M0034,2025-11-09,38,False,TV
V000154,M0047,2025-03-04,70,False,Web
V004304,M0021,2024-08-12,66,False,TV
V002897,M0051,2025-02-13,88,False,TV
V003044,M0009,2025-07-30,62,False,TV
V000122,M0035,2025-04-01,104,False,Tablet
V002875,M0049,2024-11-29,86,True,Mobile
V002783,M0032,2025-11-11,151,True,TV
V004197,M0055,2025-01-07,52,False,Mobile
V000075,M0050,2025-06-30,89,False,Web
V001443,M0032,2024-08-23,137,True,Tablet
V001508,M0013,2024-12-07,47,False,TV
V004723,M0012,2024-08-30,112,True,Mobile
V003932,M0053,2025-01-03,84,False,Mobile
V003559,M0017,2025-08-14,77,False,Web
V000037,M0007,2025-03-31,85,True,Mobile
V000001,M0037,2025-10-11,65,False,Tablet
V004527,M0019,2025-05-06,74,False,Web
V004076,M0004,2024-12-22,52,False,Mobile
V000135,M0008,2025-01-27,82,False,TV
V004410,M0044,2025-08-20,104,False,TV
V001596,M0057,2025-03-30,46,False,Mobile
V004791,M0005,2025-01-08,85,False,TV
V000287,M0050,2024-07-06,60,False,Tablet
V001108,M0027,2024-12-14,98,False,Web
V003120,M0013,2025-02-21,55,False,Web
V000994,M0052,2024-06-09,82,False,Tablet
V003807,M0022,2024-06-14,86,False,TV
V001094,M0021,2025-07-04,53,False,Mobile
V004089,M0046,2025-08-24,104,False,Web
V004548,M0057,2025-08-01,70,False,TV
V003215,M0050,2024-06-24,108,True,TV
V004834,M0045,2024-11-15,94,False,Mobile
V003743,M0020,2025-07-20,50,False,Web
V001500,M0021,2025-11-27,86,False,Mobile
V000287,M0052,2024-06-09,112,True,TV
V002501,M0053,2025-04-28,80,False,Mobile
V001471,M0050,2024-11-17,97,False,Mobile
V003892,M0047,2024-09-11,100,False,TV
V000994,M0008,2024-09-26,63,False,Mobile
V003315,M0046,2025-08-28,105,False,Mobile
V000901,M0018,2025-03-13,41,False,Tablet
V003290,M0037,2025-09-22,113,False,Tablet
V000649,M0042,2025-02-22,48,False,Web
V000242,M0052,2025-09-09,83,False,Tablet
V001035,M0028,2024-10-30,79,False,Web
V001249,M0058,2025-07-06,35,False,Web
V001569,M0039,2025-10-01,43,False,Web
V004822,M0046,2024-08-17,52,False,Web
V003634,M0040,2025-03-15,83,False,Web
V003086,M0045,2025-08-31,94,False,Mobile
V002015,M0059,2024-09-19,65,False,Mobile
V004204,M0003,2025-11-22,45,False,Tablet
V002333,M0012,2024-07-27,103,False,Mobile
V004343,M0058,2025-08-16,21,False,Mobile
V003335,M0057,2025-06-05,75,False,Web
V004114,M0051,2025-08-26,64,False,Mobile
V001013,M0046,2025-04-04,105,False,Mobile
V001814,M0053,2025-03-30,60,False,Mobile
V004431,M0055,2025-02-25,58,False,Web
V003377,M0007,2024-11-03,89,True,Web
V003330,M0008,2025-02-01,122,False,TV
V001525,M0034,2025-07-29,23,False,TV
V002461,M0051,2025-08-20,62,False,Mobile
V002021,M0053,2024-07-25,107,False,TV
V001732,M0022,2024-08-23,71,False,Web
V004025,M0058,2025-06-23,38,False,Web
V003835,M0048,2024-12-29,56,False,Tablet
V002483,M0013,2025-11-11,60,False,TV
V000071,M0037,2025-03-19,71,False,Web
V001423,M0009,2025-08-25,59,False,Mobile
V000030,M0027,2025-03-26,99,False,Tablet
V000783,M0011,2025-11-14,110,True,Mobile
V004915,M0054,2025-11-03,24,False,Mobile
V002417,M0052,2025-09-24,113,True,Mobile
V001806,M0023,2024-08-09,76,False,Mobile
V004749,M0024,2024-11-10,98,True,Mobile
V001039,M0038,2025-07-11,82,False,TV
V001963,M0048,2025-04-29,38,False,TV
V004427,M0012,2025-11-27,87,False,Tablet
V004436,M0051,2025-01-22,59,False,Web
