viewer_id,movie_id,rating,review_date,sentiment_score
V002871,M0005,4,2024-07-12,0.532
V002241,M0020,3,2025-04-03,-0.141
V000766,M0056,3,2025-05-05,0.248
V003396,M0008,2,2025-08-11,-0.032
V004574,M0076,5,2024-07-05,0.701
V002447,M0032,2,2024-09-28,-0.485
V002786,M0067,5,2025-11-03,0.8
V002627,M0005,2,2025-07-14,-0.451
V002670,M0023,2,2025-03-12,-0.08
V001623,M0052,2,2025-09-14,-0.363
V004270,M0036,5,2025-07-12,0.723
V002030,M0028,4,2024-07-09,0.343
V003559,M0082,1,2024-09-03,-0.412
V001154,M0031,5,2025-11-27,0.618
V001685,M0026,3,2025-06-11,0.245
V002461,M0064,5,2024-09-17,0.622
V004008,M0065,4,2025-03-04,0.193
V001249,M0049,3,2025-02-24,-0.004
V004470,M0018,1,2025-11-18,-0.561
V004285,M0045,5,2025-11-22,0.656
V004610,M0017,2,2025-01-22,-0.166
V003514,M0049,4,2024-07-22,0.374
V001186,M0087,5,2025-06-04,0.421
V003722,M0007,5,2025-04-09,0.384
V000753,M0033,3,2024-09-26,0.073
V004177,M0075,3,2025-07-20,-0.221
V001766,M0002,5,2025-10-20,0.679
V003218,M0081,5,2025-08-11,0.833
V003172,M0021,4,2024-10-03,0.182
V004638,M0065,4,2024-10-31,0.072
V002343,M0068,2,2025-08-27,-0.378
V000901,M0098,3,2025-10-03,-0.137
V003166,M0078,4,2024-09-02,0.202
V002097,M0015,5,2025-01-20,0.368
V002764,M0085,4,2025-05-08,0.424
V000888,M0025,2,2025-04-26,-0.478
V002189,M0039,1,2025-03-27,-0.382
V004661,M0004,5,2024-12-01,0.79
V001838,M0008,5,2025-06-28,0.444
V000710,M0067,4,2024-07-20,0.122
V000120,M0042,3,2025-11-15,0.052
V004524,M0035,2,2025-02-07,-0.14
V004502,M0085,5,2025-01-28,0.64
V001871,M0066,5,2025-01-02,0.64
V003136,M0060,4,2024-11-13,0.359
V002108,M0094,3,2025-11-06,0.18
V004942,M0005,4,2025-11-20,0.173
V004929,M0058,1,2025-03-22,-0.359
V003369,M0032,5,2024-10-27,0.73
V003060,M0096,3,2025-08-24,0.233
V000509,M0020,4,2024-09-02,0.411
V000483,M0019,1,2025-06-16,-0.383
V004606,M0096,4,2025-01-17,0.584
V003698,M0022,2,2024-10-20,-0.309
V001888,M0062,3,2025-11-05,-0.145
V001976,M0012,5,2025-07-18,0.632
V004136,M0049,3,2025-05-27,-0.0
V001277,M0056,1,2025-10-05,-0.896
V002471,M0049,2,2024-07-13,-0.168
V003668,M0021,5,2025-08-08,0.72
V004545,M0086,3,2024-08-01,0.141
V004454,M0074,4,2025-08-31,0.313
V003710,M0099,1,2024-09-14,-0.587
V004798,M0065,1,2025-06-29,-0.561
V000077,M0044,5,2025-11-27,0.821
V001578,M0044,3,2025-02-11,-0.173
V000770,M0013,3,2025-04-11,0.279
V001201,M0058,5,2025-10-24,0.665
V003301,M0060,4,2025-07-18,0.531
V000887,M0010,3,2025-09-11,0.223
V000772,M0066,5,2025-04-24,0.317
V001955,M0045,3,2024-06-14,-0.194
V004377,M0064,1,2025-07-09,-0.548
V003122,M0015,5,2024-12-13,0.736
V002155,M0049,4,2024-06-18,0.226
V001539,M0039,4,2025-11-17,0.15
V004686,M0021,4,2024-09-28,0.307
V000956,M0046,4,2025-02-04,0.443
V001158,M0016,3,2024-12-08,-0.181
V004481,M0056,4,2024-11-27,0.188
V002010,M0002,4,2024-08-26,0.251
V000444,M0067,3,2024-10-09,0.262
V003259,M0015,5,2024-10-28,0.835
V001509,M0062,5,2025-10-14,0.454
V001793,M0025,2,2025-05-22,-0.217
V003271,M0083,2,2025-04-22,-0.239
V000327,M0099,2,2025-03-31,-0.134
V000127,M0064,3,2025-11-24,-0.251
V002765,M0055,5,2025-11-04,0.887
V000461,M0071,5,2025-08-19,0.771
V003487,M0079,4,2024-12-26,0.35
V000879,M0010,2,2025-11-30,-0.43
V003580,M0038,5,2025-11-25,0.838
V001243,M0051,3,2025-09-07,0.277
V002764,M0013,4,2025-10-11,0.204
V003596,M0069,2,2024-12-15,-0.332
V002548,M0043,3,2025-10-07,0.297
V000047,M0002,3,2024-07-25,0.298
V001356,M0066,5,2025-02-07,0.453
V004013,M0020,3,2025-05-24,0.051
V003966,M0089,4,2025-03-21,0.434
V001335,M0009,4,2025-03-11,0.407
V002152,M0071,4,2025-11-12,0.373
V002786,M0028,3,2025-11-29,0.094
V002283,M0093,4,2024-06-23,0.248
V000167,M0017,2,2025-02-05,-0.246
V000466,M0012,3,2025-01-31,-0.259
V003529,M0039,2,2024-11-03,-0.44
V003134,M0042,3,2025-03-12,0.205
V001912,M0060,5,2025-08-29,0.737
V000725,M0096,3,2025-11-14,0.276
V003111,M0082,3,2025-06-09,0.158
V000679,M0013,3,2024-12-16,0.256
V004811,M0081,3,2025-07-29,0.086
V003779,M0089,5,2024-09-28,0.608
V004176,M0057,4,2025-04-06,0.498
V003939,M0041,1,2025-05-24,-0.47
V000381,M0075,4,2025-11-20,0.314
V000453,M0040,5,2025-09-09,0.488
V003070,M0042,5,2025-02-01,0.865
V004387,M0016,3,2025-05-12,-0.141
V004713,M0042,2,2024-12-15,-0.563
V004489,M0064,3,2025-04-22,-0.259
V000912,M0087,4,2025-05-04,0.067
V001465,M0030,5,2025-02-19,0.335
V003632,M0036,2,2025-03-17,-0.552
V002647,M0071,4,2025-05-21,0.349
V001122,M0042,4,2025-05-12,0.283
V001875,M0030,4,2025-11-24,0.558
V001020,M0050,4,2025-09-17,0.439
V000689,M0092,4,2024-08-19,0.327
V000610,M0065,5,2025-07-05,0.4
V003722,M0006,3,2024-10-07,0.197
V004072,M0019,4,2024-06-27,0.237
V003360,M0054,3,2025-10-10,-0.254
V004335,M0022,4,2025-04-24,0.218
V001034,M0067,3,2025-05-10,0.239
V004225,M0013,2,2024-08-17,-0.153
V000871,M0094,1,2024-11-29,-0.874
V004504,M0007,3,2025-06-24,-0.156
V000251,M0068,1,2025-11-02,-0.376
V001041,M0046,3,2025-08-27,-0.056
V004984,M0030,3,2024-07-31,0.208
V002080,M0043,3,2024-08-11,-0.154
V000361,M0031,2,2025-01-08,-0.504
V001760,M0060,3,2025-04-24,0.227
V002367,M0090,3,2024-08-27,0.202
V000276,M0052,3,2024-11-13,-0.113
V002167,M0076,5,2025-09-22,0.318
V003073,M0051,1,2025-11-06,-0.386
V003424,M0092,5,2024-11-11,0.598
V004835,M0029,5,2025-04-20,0.648
V003296,M0053,2,2025-11-20,-0.49
V001745,M0016,2,2025-07-03,-0.039
V002520,M0054,5,2024-07-13,0.834
V003272,M0005,2,2025-07-30,-0.151
V003285,M0093,4,2025-10-09,0.184
V004543,M0025,2,2025-02-16,-0.223
V004571,M0091,3,2024-06-30,-0.209
V000601,M0017,3,2025-09-10,-0.056
V004168,M0001,4,2025-02-25,0.16
V001306,M0028,4,2024-08-07,0.029
V004346,M0037,4,2024-06-16,0.315
V000810,M0080,5,2025-09-09,0.814
V001098,M0014,4,2025-08-11,0.454
V003556,M0067,3,2025-04-03,0.167
V002011,M0020,1,2024-10-26,-0.512
V000924,M0071,2,2025-02-05,-0.487
V000689,M0012,5,2025-06-22,0.597
V000164,M0030,4,2025-06-17,0.197
V002692,M0059,2,2025-08-22,-0.433
V003120,M0036,2,2024-09-17,-0.453
V004490,M0053,3,2025-08-06,-0.148
V000241,M0041,4,2025-04-17,0.057
V001851,M0084,4,2024-07-16,0.237
V004913,M0028,4,2025-05-01,0.038
V003703,M0099,4,2024-12-02,0.205
V004984,M0068,2,2025-11-06,-0.177
V002072,M0029,5,2024-08-07,0.407
V004669,M0068,4,2024-11-25,0.468
V004716,M0031,4,2025-07-17,0.23
V004306,M0067,4,2024-08-16,0.3
V002279,M0062,4,2025-03-27,0.506
V000560,M0057,2,2025-09-16,-0.427
V002751,M0092,2,2025-10-28,-0.147
V004747,M0079,1,2024-11-22,-0.804
V002451,M0034,3,2025-01-21,-0.108
V003996,M0030,2,2024-10-10,-0.48
V001545,M0054,3,2025-09-06,-0.091
V001521,M0069,5,2025-10-13,0.549
V001478,M0018,4,2024-08-21,0.439
V002129,M0038,5,2024-06-12,0.428
V000618,M0052,4,2024-12-26,0.577
V004455,M0089,5,2024-09-16,0.356
V002741,M0021,1,2025-06-03,-0.45
V002141,M0080,1,2025-07-12,-0.589
V004365,M0023,1,2024-10-19,-0.66
V002087,M0016,2,2025-07-29,-0.238
V003490,M0054,2,2025-11-07,-0.179
V000944,M0037,3,2025-11-20,0.059
V003675,M0060,4,2025-09-09,0.01
V004642,M0054,4,2024-11-01,0.387
V000461,M0059,2,2024-09-09,-0.065
V001297,M0065,5,2025-11-08,0.858
V002168,M0025,2,2025-04-27,-0.474
V000084,M0035,4,2025-01-11,0.272
V002280,M0048,3,2025-09-26,-0.125
V003394,M0077,2,2025-08-04,-0.218
V000539,M0032,2,2025-02-10,-0.016
V002806,M0066,3,2025-04-30,0.182
V003022,M0020,2,2025-09-09,-0.4
V003999,M0044,2,2025-11-09,-0.311
V000904,M0012,2,2024-07-07,-0.063
V003900,M0045,2,2024-11-19,-0.08
V002208,M0049,5,2025-11-25,0.654
V003045,M0094,3,2025-09-23,-0.267
V001539,M0030,3,2024-08-01,-0.178
V004493,M0003,5,2025-05-22,0.724
V002112,M0077,5,2025-10-16,0.796
V002460,M0060,4,2024-11-12,0.569
V003141,M0050,3,2025-09-02,-0.172
V001408,M0048,2,2025-03-03,-0.469
V000452,M0086,3,2025-11-11,-0.099
V004523,M0021,4,2025-10-02,0.412
V002948,M0028,5,2024-11-20,0.887
V002379,M0089,1,2024-10-16,-0.834
V002316,M0078,4,2025-01-09,0.531
V000249,M0035,3,2025-07-05,-0.281
V000897,M0076,4,2025-03-03,0.467
V003651,M0070,5,2025-07-12,0.646
V002147,M0096,2,2024-12-01,-0.211
V001090,M0050,4,2025-02-02,0.337
V002154,M0066,2,2025-11-09,-0.284
V003657,M0094,5,2025-06-08,0.65
V000576,M0093,3,2025-05-05,0.274
V002133,M0097,4,2025-01-25,0.523
V004675,M0061,3,2024-11-24,0.26
V004438,M0032,2,2025-06-06,-0.481
V002262,M0073,5,2024-08-23,0.628
V000835,M0034,4,2024-07-20,0.432
V001572,M0087,1,2025-05-09,-0.656
V001364,M0030,3,2024-07-12,0.265
V002541,M0059,5,2024-10-07,0.552
V002494,M0007,2,2025-08-27,-0.177
V002618,M0002,4,2025-11-27,0.098
V000702,M0081,3,2025-06-26,0.188
V002066,M0016,2,2025-08-01,-0.158
V004744,M0066,5,2025-11-28,0.518
V004494,M0054,5,2024-07-17,0.584
V004865,M0074,3,2025-10-09,0.005
V004822,M0007,4,2025-06-09,0.594
V004374,M0036,5,2024-06-11,0.555
V001109,M0018,3,2025-11-15,0.176
V002889,M0026,5,2025-09-05,0.531
V001985,M0013,2,2025-05-24,-0.248
V002762,M0019,4,2024-11-06,0.422
V001872,M0092,2,2025-07-17,-0.502
V001753,M0079,4,2024-09-23,0.036
V001246,M0065,4,2024-08-12,0.338
V003627,M0088,4,2024-10-26,0.479
V001828,M0025,1,2025-09-15,-0.431
V001889,M0024,2,2025-08-27,-0.394
V003736,M0096,4,2024-07-27,0.566
V004560,M0034,5,2025-01-08,0.547
V004561,M0053,5,2024-10-21,0.584
V004339,M0043,3,2025-07-15,-0.119
V000637,M0023,1,2025-11-12,-0.324
V002981,M0005,5,2025-08-17,0.552
V000190,M0038,5,2025-09-30,0.401
V000814,M0084,4,2024-09-18,0.47
V000632,M0045,5,2024-10-08,0.72
V001410,M0095,3,2025-06-01,-0.27
V000177,M0038,2,2025-08-15,-0.048
V003218,M0092,5,2025-05-28,0.799
V003566,M0077,4,2025-08-15,0.25
V001689,M0057,3,2024-11-05,0.123
V000089,M0086,1,2024-09-09,-0.448
V004477,M0037,4,2024-07-17,0.461
V003937,M0057,5,2025-11-11,0.882
V002214,M0023,4,2024-12-21,0.532
V000243,M0045,4,2025-03-03,0.378
V000857,M0040,4,2024-08-15,0.176
V000767,M0058,4,2024-06-08,0.535
V001620,M0016,4,2025-04-12,0.425
V001300,M0017,4,2024-11-29,0.576
V001435,M0028,3,2025-06-01,0.289
V004882,M0039,2,2025-10-01,-0.089
V002685,M0099,3,2025-02-19,0.16
V000111,M0038,2,2025-06-09,-0.192
V004795,M0061,3,2025-04-05,0.276
V000489,M0092,5,2025-04-19,0.578
V002158,M0045,3,2025-07-24,0.287
V001114,M0093,4,2025-10-06,0.507
V001639,M0016,4,2024-08-18,0.112
V004939,M0092,3,2025-01-23,0.022
V000785,M0057,5,2024-09-11,0.766
V001383,M0084,3,2025-03-28,0.181
V004589,M0020,3,2024-12-21,0.13
V003141,M0042,4,2025-10-20,0.5
V001016,M0095,2,2024-08-31,-0.048
V004946,M0019,2,2024-11-13,-0.208
V004560,M0020,2,2024-08-08,-0.13
V002682,M0087,2,2024-06-15,-0.095
V001566,M0044,5,2024-07-07,0.606
V001535,M0072,4,2024-06-10,0.047
V000175,M0042,4,2024-06-17,0.419
V003327,M0044,3,2025-08-14,0.276
V003473,M0022,3,2024-08-08,0.291
V004958,M0008,2,2025-04-20,-0.222
V004348,M0014,4,2024-07-18,0.264
V004360,M0013,5,2025-03-07,0.612
V000112,M0020,2,2025-09-18,-0.497
V001782,M0049,4,2024-09-21,0.115
V001625,M0076,4,2024-06-20,0.237
V001278,M0021,4,2024-10-14,0.091
V003100,M0032,2,2024-12-02,-0.507
V001759,M0037,5,2025-11-11,0.637
V004863,M0038,4,2024-07-25,0.314
V004685,M0062,5,2024-11-03,0.314
V004639,M0035,1,2025-07-29,-0.825
V003776,M0049,4,2025-11-18,0.262
V002679,M0057,5,2025-11-02,0.389
V004637,M0062,4,2025-09-28,0.164
V003072,M0048,4,2024-11-05,0.36
V000066,M0007,2,2025-04-08,-0.488
V001832,M0042,3,2025-04-30,0.276
V000613,M0083,5,2025-06-12,0.634
V002871,M0033,5,2024-12-12,0.423
V000149,M0013,5,2024-11-11,0.349
V004507,M0071,4,2024-09-08,0.088
V000012,M0079,2,2025-04-01,-0.255
V000958,M0066,5,2025-11-20,0.406
V001196,M0086,3,2025-08-23,-0.022
V002099,M0082,5,2024-07-28,0.376
V000978,M0077,3,2024-08-17,0.008
V003462,M0059,3,2024-09-06,-0.028
V004456,M0066,4,2025-01-22,0.592
V000753,M0081,4,2024-09-25,0.154
V003807,M0017,3,2025-07-19,0.252
V004403,M0028,4,2025-02-07,0.14
V000909,M0060,3,2025-10-22,-0.232
V002472,M0063,3,2025-11-14,0.114
V002374,M0089,2,2025-02-16,-0.144
V000807,M0007,3,2025-11-27,0.123
V004007,M0011,5,2024-11-26,0.813
V003429,M0035,4,2025-07-07,0.185
V002177,M0078,5,2025-08-03,0.538
V004015,M0027,2,2024-11-21,-0.429
V003434,M0085,4,2025-01-23,0.461
V001983,M0035,4,2025-09-26,0.025
V003030,M0075,2,2025-07-06,-0.165
V001110,M0087,5,2025-11-30,0.533
V002805,M0008,4,2024-10-07,0.358
V000858,M0087,4,2025-05-29,0.069
V004594,M0016,5,2024-10-10,0.619
V002982,M0041,4,2024-07-07,0.347
V000282,M0070,5,2025-11-06,0.702
V002948,M0037,3,2024-11-24,0.065
V002051,M0066,1,2025-03-23,-0.63
V004344,M0041,2,2025-02-16,-0.564
V003372,M0051,4,2025-08-10,0.349
V000208,M0034,5,2025-11-02,0.302
V002068,M0009,4,2025-05-25,0.279
V003253,M0050,4,2024-09-27,0.419
V004832,M0007,5,2025-09-17,0.539
V004114,M0082,2,2025-03-04,-0.152
V002020,M0060,4,2024-09-09,0.394
V002491,M0002,5,2025-03-18,0.808
V002533,M0019,5,2024-07-08,0.865
V000050,M0030,2,2024-12-24,-0.074
V003117,M0036,4,2025-09-12,0.358
V004741,M0061,2,2025-05-09,-0.145
V001348,M0064,2,2025-10-26,-0.304
V004703,M0073,3,2025-08-06,0.067
V000076,M0044,3,2025-08-15,0.221
V003776,M0029,2,2025-04-17,-0.414
V004168,M0011,3,2025-04-17,0.057
V004853,M0005,4,2024-12-11,0.424
V001116,M0093,3,2025-06-10,-0.133
V004667,M0077,5,2024-08-06,0.434
V000013,M0017,1,2025-10-21,-0.364
V002485,M0071,1,2025-03-24,-0.444
V004109,M0002,5,2025-04-24,0.672
V002390,M0058,4,2025-06-14,0.561
V004666,M0071,1,2025-07-24,-0.694
V004519,M0052,3,2025-04-13,0.255
V000773,M0023,4,2024-12-05,0.17
V002921,M0088,4,2025-09-24,0.01
V001842,M0012,5,2025-08-14,0.559
V002619,M0073,5,2025-10-06,0.529
V000799,M0084,3,2025-05-10,-0.269
V002364,M0070,4,2025-01-01,0.033
V003543,M0070,5,2025-06-01,0.323
V003581,M0066,3,2025-02-27,0.22
V004150,M0065,3,2024-12-01,-0.144
V001006,M0063,3,2025-06-23,-0.039
V000301,M0064,3,2025-01-05,-0.139
V000804,M0058,2,2024-12-26,-0.32
V004953,M0001,5,2025-09-04,0.445
V003624,M0035,4,2025-04-06,0.338
V002599,M0044,5,2025-10-30,0.598
V003377,M0043,1,2024-12-10,-0.866
V001251,M0053,3,2025-06-10,-0.033
V001023,M0003,3,2025-11-27,0.29
V000593,M0008,2,2025-11-17,-0.473
V002267,M0037,5,2024-12-20,0.658
V004879,M0017,2,2025-08-21,-0.568
V002408,M0004,5,2025-03-21,0.611
V004608,M0059,4,2024-11-07,0.564
V002133,M0012,4,2025-05-05,0.041
V003622,M0001,4,2025-08-07,0.506
V003580,M0046,3,2025-02-26,0.178
V001191,M0043,5,2025-08-18,0.582
V003907,M0006,3,2025-06-18,0.099
V003462,M0058,5,2025-04-05,0.501
V000207,M0019,2,2025-02-04,-0.41
V003112,M0033,3,2025-10-17,0.051
V004731,M0031,5,2024-10-20,0.636
V003694,M0051,3,2025-05-18,0.209
V003441,M0057,4,2024-07-16,0.476
V002888,M0060,4,2025-02-03,0.187
V003654,M0032,1,2024-09-21,-0.389
V003104,M0068,3,2024-09-30,-0.068
V000507,M0074,5,2024-11-13,0.694
V004719,M0009,4,2025-02-17,0.131
V002701,M0072,4,2025-03-19,0.581
V000457,M0068,3,2025-04-08,0.185
V002500,M0022,4,2024-12-29,0.03
V001819,M0027,3,2025-11-12,-0.256
V002611,M0021,2,2025-10-31,-0.318
V004466,M0005,3,2024-08-19,0.007
V000254,M0098,3,2025-11-05,0.046
V000373,M0034,5,2025-04-27,0.697
V001967,M0025,1,2024-10-24,-0.52
V004997,M0091,5,2024-09-12,0.747
V004139,M0071,3,2025-06-12,-0.226
V003299,M0082,5,2025-11-23,0.86
V001515,M0046,1,2025-09-30,-0.628
V000419,M0020,3,2024-06-17,0.028
V000251,M0049,4,2025-11-29,0.28
V002826,M0033,5,2025-05-08,0.863
V003934,M0012,4,2024-12-20,0.26
V003362,M0093,2,2025-11-23,-0.518
V003179,M0042,2,2025-05-01,-0.325
V000220,M0059,1,2025-06-17,-0.809
V004095,M0009,5,2024-09-20,0.413
V002951,M0028,4,2024-12-12,0.164
V000949,M0010,3,2024-09-03,0.199
V004924,M0012,5,2025-05-17,0.725
V004067,M0054,1,2025-01-13,-0.327
V002182,M0045,4,2025-01-26,0.353
V002935,M0021,1,2025-02-14,-0.342
V004643,M0071,5,2024-07-18,0.554
V003365,M0051,1,2025-07-04,-0.552
V001022,M0052,5,2025-04-22,0.398
V000537,M0038,3,2025-11-22,-0.237
V000227,M0099,5,2025-09-12,0.758
V000091,M0008,3,2024-10-22,-0.057
V001089,M0042,3,2024-06-26,-0.234
V003705,M0086,2,2025-10-27,-0.128
V000227,M0082,3,2025-01-06,0.188
V000208,M0021,5,2025-11-21,0.434
V004967,M0055,3,2024-11-11,0.064
V000611,M0030,1,2024-12-11,-0.304
V003937,M0074,3,2024-11-27,-0.083
V000115,M0046,4,2025-08-14,0.165
V003646,M0028,4,2025-01-30,0.149
V000733,M0011,1,2025-02-21,-0.331
V001939,M0055,4,2025-02-24,0.54
V000265,M0051,4,2024-10-05,0.508
V003459,M0014,4,2024-08-22,0.446
V001566,M0025,1,2025-08-01,-0.707
V001087,M0012,2,2025-01-13,-0.125
V002871,M0087,3,2025-01-11,-0.279
V002307,M0059,1,2024-11-22,-0.52
V001782,M0078,4,2024-08-26,0.536
V001112,M0061,4,2025-10-10,0.514
V003494,M0067,5,2024-10-29,0.372
V002130,M0005,4,2025-03-01,0.35
V004876,M0055,5,2025-07-01,0.853
V003902,M0038,4,2024-06-30,0.155
V001079,M0060,4,2024-10-28,0.014
V003437,M0059,4,2024-10-03,0.123
V004983,M0046,5,2025-01-03,0.402
V004423,M0088,1,2024-10-18,-0.826
V002662,M0008,2,2025-05-23,-0.529
V003960,M0082,4,2025-03-28,0.501
V003154,M0092,5,2025-09-24,0.871
V002667,M0092,2,2025-11-02,-0.393
V003073,M0049,4,2025-05-02,0.203
V000395,M0071,2,2025-06-19,-0.12
V000933,M0027,3,2025-07-20,-0.128
V002693,M0034,1,2025-08-21,-0.732
V004180,M0098,4,2025-10-27,0.192
V002146,M0069,4,2025-04-28,0.387
V000213,M0047,4,2024-10-30,0.08
V004674,M0092,1,2025-11-22,-0.306
V003385,M0069,3,2025-02-09,0.093
V004906,M0045,4,2025-06-26,0.15
V004689,M0035,4,2024-07-24,0.035
V002490,M0072,3,2025-10-07,-0.286
V002177,M0044,5,2025-03-23,0.814
V000137,M0048,5,2024-08-26,0.774
V001283,M0086,5,2025-10-09,0.476
V003673,M0065,3,2025-11-08,0.176
V004414,M0060,5,2025-08-08,0.808
V002385,M0033,5,2024-11-14,0.88
V000955,M0049,4,2025-01-19,0.457
V001875,M0083,2,2024-10-15,-0.041
V001736,M0031,5,2024-09-09,0.326
V004202,M0051,5,2025-04-24,0.688
V001631,M0069,3,2024-09-14,-0.088
V001891,M0023,2,2025-03-11,-0.34
V000380,M0008,3,2025-09-24,-0.28
V001020,M0065,4,2025-01-29,0.132
V003198,M0089,2,2024-10-29,-0.093
V004945,M0015,5,2024-06-09,0.477
V002225,M0095,3,2024-11-07,-0.187
V001890,M0048,5,2024-07-11,0.556
V001229,M0054,5,2025-06-06,0.827
V004869,M0082,3,2024-12-18,0.093
V001382,M0066,4,2024-11-15,0.138
V004369,M0014,1,2025-09-09,-0.337
V001640,M0082,4,2024-06-29,0.241
V002061,M0078,5,2024-12-10,0.535
V002372,M0058,5,2025-02-13,0.781
V000160,M0083,4,2025-07-16,0.022
V004021,M0035,4,2024-12-23,0.069
V000071,M0081,4,2024-09-18,0.565
V000952,M0036,2,2025-01-25,-0.338
V003019,M0046,2,2025-08-17,-0.498
V000649,M0034,3,2025-02-27,0.142
V003773,M0041,5,2024-10-01,0.859
V002907,M0027,3,2025-07-21,0.176
V003353,M0038,3,2024-10-18,0.232
V003330,M0010,3,2025-08-07,-0.113
V002862,M0060,2,2024-07-05,-0.237
V002934,M0004,5,2025-01-04,0.695
V001271,M0062,3,2024-08-12,-0.188
V002139,M0018,3,2025-07-05,-0.234
V004302,M0089,5,2024-08-04,0.419
V000147,M0094,5,2024-06-10,0.604
V003480,M0016,2,2025-11-10,-0.597
V004576,M0024,2,2024-07-03,-0.183
V000928,M0015,1,2025-02-12,-0.391
V000776,M0073,4,2024-12-09,0.248
V003242,M0057,2,2024-11-17,-0.013
V001095,M0026,3,2025-06-21,0.265
V001151,M0082,3,2025-09-24,0.231
V001685,M0077,2,2024-11-19,-0.563
V004408,M0028,5,2025-05-04,0.636
V001027,M0078,4,2025-08-01,0.417
V000989,M0024,2,2024-10-16,-0.561
V003967,M0040,3,2025-04-01,-0.192
V001445,M0059,5,2025-11-10,0.827
V001200,M0036,2,2025-06-15,-0.439
V001165,M0023,5,2024-07-14,0.453
V004623,M0031,2,2025-03-02,-0.329
V003419,M0091,1,2025-06-04,-0.55
V003092,M0083,2,2025-01-05,-0.397
V001219,M0010,3,2025-10-04,-0.188
V002863,M0047,3,2025-07-15,0.25
V003401,M0036,5,2025-11-28,0.43
V002660,M0014,3,2025-02-05,-0.129
V004809,M0047,1,2025-09-15,-0.807
V004758,M0077,2,2024-12-18,-0.312
V001986,M0087,5,2025-11-07,0.575
V004918,M0018,2,2024-12-04,-0.128
V000550,M0002,5,2024-10-18,0.636
V002199,M0071,5,2025-09-04,0.322
V003201,M0099,1,2025-02-26,-0.354
V003325,M0019,2,2025-08-28,-0.039
V000175,M0068,4,2025-06-27,0.419
V001796,M0036,3,2025-05-09,-0.16
V004739,M0079,2,2025-04-27,-0.085
V000329,M0088,2,2024-06-30,-0.157
V002450,M0073,3,2024-09-03,0.28
V002606,M0053,2,2025-08-29,-0.398
V004674,M0083,3,2025-06-13,0.056
V001770,M0084,1,2025-05-08,-0.79
V000961,M0050,4,2025-09-10,0.192
V004114,M0074,4,2025-03-23,0.079
V001906,M0029,4,2025-07-09,0.4
V000171,M0073,4,2024-07-07,0.035
V000001,M0062,2,2025-01-02,-0.359
V004413,M0003,5,2024-07-25,0.767
V000648,M0061,4,2024-08-07,0.171
V001888,M0019,5,2025-11-22,0.796
V001812,M0083,5,2024-07-14,0.38
V002119,M0064,1,2025-07-21,-0.897
V004266,M0066,1,2025-05-08,-0.882
V004390,M0023,2,2025-11-17,-0.386
V004425,M0029,1,2025-05-06,-0.358
V004840,M0068,5,2024-08-12,0.848
V004659,M0005,2,2025-02-14,-0.02
V001126,M0037,4,2025-10-26,0.223
V001104,M0006,2,2024-06-18,-0.529
V004076,M0032,4,2025-05-06,0.546
V003734,M0014,5,2025-11-12,0.514
V004688,M0037,3,2024-06-22,0.207
V000710,M0060,4,2024-12-01,0.44
V002897,M0015,4,2025-02-21,0.209
V002189,M0059,5,2025-07-20,0.548
V004538,M0054,5,2025-02-09,0.466
V004021,M0079,5,2025-04-10,0.4
V001648,M0005,5,2025-01-01,0.493
V000110,M0039,2,2024-07-14,-0.166
V002016,M0011,3,2024-07-06,-0.256
V000981,M0087,1,2024-11-24,-0.692
V002055,M0050,2,2025-09-02,-0.339
V001080,M0061,4,2025-11-23,0.446
V000869,M0039,4,2025-06-08,0.159
V002068,M0013,4,2024-07-14,0.294
V002731,M0088,4,2025-06-01,0.219
V004553,M0043,4,2025-07-28,0.255
V003569,M0048,2,2025-04-05,-0.505
V000286,M0048,2,2025-11-15,-0.253
V002018,M0052,3,2025-09-07,-0.045
V004974,M0018,3,2025-11-19,0.108
V003047,M0091,4,2025-11-08,0.201
V003011,M0041,4,2024-07-21,0.342
V001561,M0052,5,2025-05-30,0.73
V004462,M0054,3,2025-09-28,-0.266
V004952,M0079,4,2025-08-16,0.21
V002618,M0079,1,2025-04-01,-0.628
V001900,M0027,2,2024-09-02,-0.217
V000493,M0097,4,2024-07-23,0.487
V001519,M0085,4,2025-11-09,0.269
V002534,M0068,4,2025-07-10,0.439
V003224,M0071,4,2025-03-21,0.096
V004163,M0082,2,2025-05-08,-0.234
V001510,M0011,5,2025-09-29,0.518
V004581,M0033,4,2024-12-05,0.153
V004126,M0068,3,2024-08-18,0.219
V003587,M0021,1,2025-11-03,-0.405
V000706,M0045,5,2024-09-06,0.828
V001552,M0009,2,2024-10-12,-0.551
V002840,M0086,4,2025-01-04,0.017
V004425,M0001,4,2024-11-02,0.255
V000320,M0018,1,2025-11-07,-0.83
V003096,M0042,2,2025-08-17,-0.137
V000138,M0081,5,2024-08-06,0.441
V003507,M0062,3,2024-06-11,-0.152
V002967,M0057,5,2024-07-26,0.704
V002940,M0042,4,2025-02-22,0.276
V001582,M0014,5,2025-05-25,0.444
V002867,M0017,3,2024-12-19,0.099
V000360,M0024,3,2025-03-15,-0.112
V004768,M0014,4,2024-07-21,0.47
V004095,M0030,3,2024-08-25,0.1
V003114,M0093,3,2025-04-15,0.142
V000086,M0064,4,2025-09-22,0.177
V000958,M0020,3,2024-07-03,-0.119
V004924,M0072,3,2025-06-01,-0.177
